sector_code,sector_name,timestamp,previous_index,current_index,total_return,num_companies
11,Bank,2025-07-22 10:31:00,100.0,100.06599581665829,0.0006599581665830117,36
21,Cement,2025-07-22 10:31:00,100.0,99.84010274698635,-0.0015989725301365151,7
24,Ceramics Sector,2025-07-22 10:31:00,100.0,100.84420216166055,0.008442021616605554,5
26,Corporate Bond,2025-07-22 10:31:00,100.0,100.0,0.0,5
13,Engineering,2025-07-22 10:31:00,100.0,101.13853865781677,0.011385386578167622,41
28,Financial Institutions,2025-07-22 10:31:00,100.0,100.53328059976465,0.00533280599764655,23
14,Food & Allied,2025-07-22 10:31:00,100.0,100.61574779095346,0.006157477909534656,21
15,Fuel & Power,2025-07-22 10:31:00,100.0,99.84882740885853,-0.001511725911414835,23
88,G-SEC (T.Bond),2025-07-22 10:31:00,100.0,100.0,0.0,14
25,Insurance,2025-07-22 10:31:00,100.0,99.944352961672,-0.0005564703832800084,58
22,IT Sector,2025-07-22 10:31:00,100.0,100.1282255789088,0.0012822557890878915,11
16,Jute,2025-07-22 10:31:00,100.0,100.0571334826437,0.0005713348264371197,3
99,Miscellaneous,2025-07-22 10:31:00,100.0,100.111359197108,0.0011135919710801682,14
12,Mutual Funds,2025-07-22 10:31:00,100.0,100.29303518421312,0.0029303518421312075,36
19,Paper & Printing,2025-07-22 10:31:00,100.0,100.93804053865101,0.009380405386510119,6
18,Pharmaceuticals & Chemicals,2025-07-22 10:31:00,100.0,100.10182141395742,0.0010182141395742674,34
20,Services & Real Estate,2025-07-22 10:31:00,100.0,100.41428654661605,0.004142865466160542,4
23,Tannery Industries,2025-07-22 10:31:00,100.0,100.8085147885857,0.008085147885856996,6
27,Telecommunication,2025-07-22 10:31:00,100.0,100.0,0.0,3
17,Textile,2025-07-22 10:31:00,100.0,100.21111749879145,0.0021111749879145865,58
29,Travel & Leisure,2025-07-22 10:31:00,100.0,100.40052880134,0.004005288013400009,4
11,Bank,2025-07-22 10:32:00,100.06599581665829,100.14868949188846,0.0008263913685693523,36
21,Cement,2025-07-22 10:32:00,99.84010274698635,100.04767791356295,0.0020790760512601147,7
24,Ceramics Sector,2025-07-22 10:32:00,100.84420216166055,100.8175979651584,-0.0002638148344859979,5
26,Corporate Bond,2025-07-22 10:32:00,100.0,100.0,0.0,5
13,Engineering,2025-07-22 10:32:00,101.13853865781677,101.20407902324901,0.0006480256319896665,41
28,Financial Institutions,2025-07-22 10:32:00,100.53328059976465,100.51372907418278,-0.00019447814161876705,23
14,Food & Allied,2025-07-22 10:32:00,100.61574779095346,100.70701943776564,0.0009071308300745639,21
15,Fuel & Power,2025-07-22 10:32:00,99.84882740885853,99.92685946380453,0.0007815019662323553,23
88,G-SEC (T.Bond),2025-07-22 10:32:00,100.0,100.0,0.0,14
25,Insurance,2025-07-22 10:32:00,99.944352961672,99.95884480847123,0.0001449991557281019,58
22,IT Sector,2025-07-22 10:32:00,100.1282255789088,100.32592064150909,0.0019744189159178,11
16,Jute,2025-07-22 10:32:00,100.0571334826437,100.0571334826437,0.0,3
99,Miscellaneous,2025-07-22 10:32:00,100.111359197108,100.13754783262536,0.00026159504503177447,14
12,Mutual Funds,2025-07-22 10:32:00,100.29303518421312,100.15497479368543,-0.0013765700706347501,36
19,Paper & Printing,2025-07-22 10:32:00,100.93804053865101,101.05211667192766,0.0011301599740583576,6
18,Pharmaceuticals & Chemicals,2025-07-22 10:32:00,100.10182141395742,99.92754799218068,-0.001740961546104709,34
20,Services & Real Estate,2025-07-22 10:32:00,100.41428654661605,100.47351177516379,0.0005898087870218865,4
23,Tannery Industries,2025-07-22 10:32:00,100.8085147885857,100.75886182651249,-0.0004925473029469947,6
27,Telecommunication,2025-07-22 10:32:00,100.0,100.77568047936542,0.0077568047936543046,3
17,Textile,2025-07-22 10:32:00,100.21111749879145,100.35561564375024,0.0014419372676942317,58
29,Travel & Leisure,2025-07-22 10:32:00,100.40052880134,100.44169476820095,0.0004100174307088913,4
11,Bank,2025-07-22 10:33:00,100.14868949188846,100.19675429006472,0.0004799343697868,36
21,Cement,2025-07-22 10:33:00,100.04767791356295,99.85601346225222,-0.0019157311324737697,7
24,Ceramics Sector,2025-07-22 10:33:00,100.8175979651584,103.93723141402958,0.030943342351295762,5
26,Corporate Bond,2025-07-22 10:33:00,100.0,100.0,0.0,5
13,Engineering,2025-07-22 10:33:00,101.20407902324901,101.31728370703767,0.0011185782715601154,41
28,Financial Institutions,2025-07-22 10:33:00,100.51372907418278,100.4996679347521,-0.00013989272470737985,23
14,Food & Allied,2025-07-22 10:33:00,100.70701943776564,100.86440330370786,0.0015627894343500208,21
15,Fuel & Power,2025-07-22 10:33:00,99.92685946380453,99.94046374416777,0.0001361423788983107,23
88,G-SEC (T.Bond),2025-07-22 10:33:00,100.0,100.0,0.0,14
25,Insurance,2025-07-22 10:33:00,99.95884480847123,100.0049688427511,0.0004614302452999018,58
22,IT Sector,2025-07-22 10:33:00,100.32592064150909,100.46429361258213,0.0013792345007975562,11
16,Jute,2025-07-22 10:33:00,100.0571334826437,100.0571334826437,0.0,3
99,Miscellaneous,2025-07-22 10:33:00,100.13754783262536,100.13509664398251,-2.4478217171331264e-05,14
12,Mutual Funds,2025-07-22 10:33:00,100.15497479368543,100.06518817845337,-0.0008964768391886107,36
19,Paper & Printing,2025-07-22 10:33:00,101.05211667192766,101.07179475529406,0.00019473202555762002,6
18,Pharmaceuticals & Chemicals,2025-07-22 10:33:00,99.92754799218068,100.02509681411972,0.0009761954926250281,34
20,Services & Real Estate,2025-07-22 10:33:00,100.47351177516379,100.54629504631043,0.0007244025799507954,4
23,Tannery Industries,2025-07-22 10:33:00,100.75886182651249,100.89986260884477,0.0013993883989585143,6
27,Telecommunication,2025-07-22 10:33:00,100.77568047936542,100.77568047936542,0.0,3
17,Textile,2025-07-22 10:33:00,100.35561564375024,100.38478315562331,0.0002906415519047449,58
29,Travel & Leisure,2025-07-22 10:33:00,100.44169476820095,100.44169476820095,0.0,4
11,Bank,2025-07-22 10:34:00,100.19675429006472,100.2297940673757,0.0003297489778494499,36
21,Cement,2025-07-22 10:34:00,99.85601346225222,100.04491323392115,0.0018917215410401424,7
24,Ceramics Sector,2025-07-22 10:34:00,103.93723141402958,103.93723141402958,0.0,5
26,Corporate Bond,2025-07-22 10:34:00,100.0,99.16173978827925,-0.008382602117207592,5
13,Engineering,2025-07-22 10:34:00,101.31728370703767,101.27331027905375,-0.00043401704403248396,41
28,Financial Institutions,2025-07-22 10:34:00,100.4996679347521,100.60406095438981,0.001038739945941746,23
14,Food & Allied,2025-07-22 10:34:00,100.86440330370786,101.03519202904211,0.0016932507380230542,21
15,Fuel & Power,2025-07-22 10:34:00,99.94046374416777,99.92916442723454,-0.00011306048130970892,23
88,G-SEC (T.Bond),2025-07-22 10:34:00,100.0,100.0,0.0,14
25,Insurance,2025-07-22 10:34:00,100.0049688427511,100.02537397211512,0.00020404115515599932,58
22,IT Sector,2025-07-22 10:34:00,100.46429361258213,100.46429361258213,0.0,11
16,Jute,2025-07-22 10:34:00,100.0571334826437,100.0571334826437,0.0,3
99,Miscellaneous,2025-07-22 10:34:00,100.13509664398251,100.12107149813137,-0.0001400622391268257,14
12,Mutual Funds,2025-07-22 10:34:00,100.06518817845337,100.20717642249717,0.001418957447924538,36
19,Paper & Printing,2025-07-22 10:34:00,101.07179475529406,100.87067510434446,-0.001989869195818148,6
18,Pharmaceuticals & Chemicals,2025-07-22 10:34:00,100.02509681411972,100.02587872528937,7.817149840979671e-06,34
20,Services & Real Estate,2025-07-22 10:34:00,100.54629504631043,100.53186301906234,-0.0001435361416494052,4
23,Tannery Industries,2025-07-22 10:34:00,100.89986260884477,100.89986260884477,0.0,6
27,Telecommunication,2025-07-22 10:34:00,100.77568047936542,100.62911744843227,-0.0014543492064353668,3
17,Textile,2025-07-22 10:34:00,100.38478315562331,100.39881332870809,0.0001397639427385527,58
29,Travel & Leisure,2025-07-22 10:34:00,100.44169476820095,100.35972155351045,-0.0008161273550757539,4
11,Bank,2025-07-22 10:35:00,100.2297940673757,100.25993680758017,0.0003007363278048468,36
21,Cement,2025-07-22 10:35:00,100.04491323392115,99.97198545719645,-0.0007289503720611947,7
24,Ceramics Sector,2025-07-22 10:35:00,103.93723141402958,103.96736010268134,0.0002898738810133744,5
26,Corporate Bond,2025-07-22 10:35:00,99.16173978827925,99.16173978827925,0.0,5
13,Engineering,2025-07-22 10:35:00,101.27331027905375,101.28184020580055,8.422679897886009e-05,41
28,Financial Institutions,2025-07-22 10:35:00,100.60406095438981,100.47383884104684,-0.0012944021554160351,23
14,Food & Allied,2025-07-22 10:35:00,101.03519202904211,101.02643005001995,-8.672205046768286e-05,21
15,Fuel & Power,2025-07-22 10:35:00,99.92916442723454,99.93740672679778,8.24814218198243e-05,23
88,G-SEC (T.Bond),2025-07-22 10:35:00,100.0,100.0,0.0,14
25,Insurance,2025-07-22 10:35:00,100.02537397211512,100.03441901437363,9.042747754223136e-05,58
22,IT Sector,2025-07-22 10:35:00,100.46429361258213,100.52598723582713,0.0006140850746725829,11
16,Jute,2025-07-22 10:35:00,100.0571334826437,100.93336123725933,0.008757274210415179,3
99,Miscellaneous,2025-07-22 10:35:00,100.12107149813137,100.10708689536033,-0.00013967691877238433,14
12,Mutual Funds,2025-07-22 10:35:00,100.20717642249717,100.0773718116517,-0.0012953624229285223,36
19,Paper & Printing,2025-07-22 10:35:00,100.87067510434446,100.94028682926782,0.0006901086450680784,6
18,Pharmaceuticals & Chemicals,2025-07-22 10:35:00,100.02587872528937,100.00231730950152,-0.0002355531997130246,34
20,Services & Real Estate,2025-07-22 10:35:00,100.53186301906234,100.50304041222434,-0.0002867012106652748,4
23,Tannery Industries,2025-07-22 10:35:00,100.89986260884477,101.12256386452353,0.002207151228164777,6
27,Telecommunication,2025-07-22 10:35:00,100.62911744843227,100.59342867174632,-0.00035465656055496146,3
17,Textile,2025-07-22 10:35:00,100.39881332870809,100.44455497157401,0.00045559943737743077,58
29,Travel & Leisure,2025-07-22 10:35:00,100.35972155351045,100.40088777935676,0.0004101867283913273,4
11,Bank,2025-07-22 10:36:00,100.25993680758017,100.2094177454899,-0.000503880849109555,36
21,Cement,2025-07-22 10:36:00,99.97198545719645,99.8787638659546,-0.0009324771416265925,7
24,Ceramics Sector,2025-07-22 10:36:00,103.96736010268134,103.96736010268134,0.0,5
26,Corporate Bond,2025-07-22 10:36:00,99.16173978827925,99.16173978827925,0.0,5
13,Engineering,2025-07-22 10:36:00,101.28184020580055,101.29121212486663,9.253306463469303e-05,41
28,Financial Institutions,2025-07-22 10:36:00,100.47383884104684,100.69258740428461,0.0021771693583226,23
14,Food & Allied,2025-07-22 10:36:00,101.02643005001995,100.95086360915163,-0.0007479868469163477,21
15,Fuel & Power,2025-07-22 10:36:00,99.93740672679778,99.93263118434318,-4.778533495115162e-05,23
88,G-SEC (T.Bond),2025-07-22 10:36:00,100.0,100.0,0.0,14
25,Insurance,2025-07-22 10:36:00,100.03441901437363,100.03251710606567,-1.901253915097962e-05,58
22,IT Sector,2025-07-22 10:36:00,100.52598723582713,100.58250190314646,0.0005621896275114507,11
16,Jute,2025-07-22 10:36:00,100.93336123725933,100.8917468960147,-0.000412295208784529,3
99,Miscellaneous,2025-07-22 10:36:00,100.10708689536033,100.1049027260773,-2.1818328260013735e-05,14
12,Mutual Funds,2025-07-22 10:36:00,100.0773718116517,100.10891783125312,0.0003152163074464666,36
19,Paper & Printing,2025-07-22 10:36:00,100.94028682926782,100.91769282376303,-0.00022383536063265975,6
18,Pharmaceuticals & Chemicals,2025-07-22 10:36:00,100.00231730950152,99.9653545699918,-0.0003696188298849175,34
20,Services & Real Estate,2025-07-22 10:36:00,100.50304041222434,100.50304041222434,0.0,4
23,Tannery Industries,2025-07-22 10:36:00,101.12256386452353,101.23689154454392,0.0011305852586329015,6
27,Telecommunication,2025-07-22 10:36:00,100.59342867174632,100.83379920314005,0.0023895251863628383,3
17,Textile,2025-07-22 10:36:00,100.44455497157401,100.42857124369377,-0.00015912985910248602,58
29,Travel & Leisure,2025-07-22 10:36:00,100.40088777935676,100.63680006915004,0.00234970322485322,4
11,Bank,2025-07-22 10:37:00,100.2094177454899,100.08524470831824,-0.0012391354022935272,36
21,Cement,2025-07-22 10:37:00,99.8787638659546,99.85503732088027,-0.000237553451363967,7
24,Ceramics Sector,2025-07-22 10:37:00,103.96736010268134,103.99748876426507,0.0002897896181453395,5
26,Corporate Bond,2025-07-22 10:37:00,99.16173978827925,99.16173978827925,0.0,5
13,Engineering,2025-07-22 10:37:00,101.29121212486663,101.29503121820775,3.7704093583196006e-05,41
28,Financial Institutions,2025-07-22 10:37:00,100.69258740428461,100.72133526774476,0.0002855012886373516,23
14,Food & Allied,2025-07-22 10:37:00,100.95086360915163,100.8542619846213,-0.0009569172672393917,21
15,Fuel & Power,2025-07-22 10:37:00,99.93263118434318,99.95521754580892,0.00022601587887836514,23
88,G-SEC (T.Bond),2025-07-22 10:37:00,100.0,100.0,0.0,14
25,Insurance,2025-07-22 10:37:00,100.03251710606567,100.03966425733289,7.144827975918398e-05,58
22,IT Sector,2025-07-22 10:37:00,100.58250190314646,100.58250190314646,0.0,11
16,Jute,2025-07-22 10:37:00,100.8917468960147,100.8917468960147,0.0,3
99,Miscellaneous,2025-07-22 10:37:00,100.1049027260773,100.09730111173674,-7.593648396373824e-05,14
12,Mutual Funds,2025-07-22 10:37:00,100.10891783125312,100.24818175203319,0.0013911240256818378,36
19,Paper & Printing,2025-07-22 10:37:00,100.91769282376303,100.83469857168495,-0.0008223954566918545,6
18,Pharmaceuticals & Chemicals,2025-07-22 10:37:00,99.9653545699918,100.00021151708079,0.0003486902761354388,34
20,Services & Real Estate,2025-07-22 10:37:00,100.50304041222434,100.50304041222434,0.0,4
23,Tannery Industries,2025-07-22 10:37:00,101.23689154454392,101.09139904747522,-0.0014371489962696758,6
27,Telecommunication,2025-07-22 10:37:00,100.83379920314005,100.82674651716643,-6.994366997324674e-05,3
17,Textile,2025-07-22 10:37:00,100.42857124369377,100.41583745557189,-0.00012679447655366072,58
29,Travel & Leisure,2025-07-22 10:37:00,100.63680006915004,100.63680006915004,0.0,4
11,Bank,2025-07-22 10:38:00,100.08524470831824,100.06684740486155,-0.00018381634086338304,36
21,Cement,2025-07-22 10:38:00,99.85503732088027,99.80036641042241,-0.0005475027792757485,7
24,Ceramics Sector,2025-07-22 10:38:00,103.99748876426507,103.90739675070851,-0.0008662902789967215,5
26,Corporate Bond,2025-07-22 10:38:00,99.16173978827925,99.16173978827925,0.0,5
13,Engineering,2025-07-22 10:38:00,101.29503121820775,101.3014245930974,6.311637217287417e-05,41
28,Financial Institutions,2025-07-22 10:38:00,100.72133526774476,100.72104467443684,-2.8851216789797687e-06,23
14,Food & Allied,2025-07-22 10:38:00,100.8542619846213,100.92823232795897,0.0007334379517738521,21
15,Fuel & Power,2025-07-22 10:38:00,99.95521754580892,99.85812543566124,-0.0009713560985766662,23
88,G-SEC (T.Bond),2025-07-22 10:38:00,100.0,100.0,0.0,14
25,Insurance,2025-07-22 10:38:00,100.03966425733289,99.99878384863896,-0.000408642002123851,58
22,IT Sector,2025-07-22 10:38:00,100.58250190314646,100.59052843999017,7.980052883775363e-05,11
16,Jute,2025-07-22 10:38:00,100.8917468960147,100.8917468960147,0.0,3
99,Miscellaneous,2025-07-22 10:38:00,100.09730111173674,100.07206014812786,-0.0002521642774434432,14
12,Mutual Funds,2025-07-22 10:38:00,100.24818175203319,100.28512309728603,0.00036849890548852724,36
19,Paper & Printing,2025-07-22 10:38:00,100.83469857168495,100.80841627009684,-0.0002606473957913905,6
18,Pharmaceuticals & Chemicals,2025-07-22 10:38:00,100.00021151708079,99.93779735517467,-0.0006241402988978144,34
20,Services & Real Estate,2025-07-22 10:38:00,100.50304041222434,100.50304041222434,0.0,4
23,Tannery Industries,2025-07-22 10:38:00,101.09139904747522,100.69061933125262,-0.003964528337711359,6
27,Telecommunication,2025-07-22 10:38:00,100.82674651716643,100.89063029548181,0.0006335995211796975,3
17,Textile,2025-07-22 10:38:00,100.41583745557189,100.39742546964682,-0.0001833573905432928,58
29,Travel & Leisure,2025-07-22 10:38:00,100.63680006915004,100.63680006915004,0.0,4
11,Bank,2025-07-22 10:39:00,100.06684740486155,100.13643092187394,0.0006953703331021537,36
21,Cement,2025-07-22 10:39:00,99.80036641042241,99.17790508810403,-0.0062370644989273825,7
24,Ceramics Sector,2025-07-22 10:39:00,103.90739675070851,103.81401966219975,-0.0008986567985414315,5
26,Corporate Bond,2025-07-22 10:39:00,99.16173978827925,99.16173978827925,0.0,5
13,Engineering,2025-07-22 10:39:00,101.3014245930974,101.21127613450749,-0.000889903167225996,41
28,Financial Institutions,2025-07-22 10:39:00,100.72104467443684,100.62040922623525,-0.0009991501629761366,23
14,Food & Allied,2025-07-22 10:39:00,100.92823232795897,100.75494821982534,-0.001716904221313972,21
15,Fuel & Power,2025-07-22 10:39:00,99.85812543566124,99.80092528447085,-0.000572814189539716,23
88,G-SEC (T.Bond),2025-07-22 10:39:00,100.0,100.0,0.0,14
25,Insurance,2025-07-22 10:39:00,99.99878384863896,99.92668867721825,-0.0007209604821779008,58
22,IT Sector,2025-07-22 10:39:00,100.59052843999017,100.25478291105776,-0.0033377449561039084,11
16,Jute,2025-07-22 10:39:00,100.8917468960147,100.85013255745264,-0.0004124652396488559,3
99,Miscellaneous,2025-07-22 10:39:00,100.07206014812786,100.07553345795881,3.4708087610255375e-05,14
12,Mutual Funds,2025-07-22 10:39:00,100.28512309728603,100.3524252351921,0.0006711078954431033,36
19,Paper & Printing,2025-07-22 10:39:00,100.80841627009684,100.64814054512335,-0.0015899042054589776,6
18,Pharmaceuticals & Chemicals,2025-07-22 10:39:00,99.93779735517467,99.88290697387623,-0.000549245458185901,34
20,Services & Real Estate,2025-07-22 10:39:00,100.50304041222434,100.50304041222434,0.0,4
23,Tannery Industries,2025-07-22 10:39:00,100.69061933125262,101.05038838459024,0.0035730146038138394,6
27,Telecommunication,2025-07-22 10:39:00,100.89063029548181,100.67256164703754,-0.002161436079897722,3
17,Textile,2025-07-22 10:39:00,100.39742546964682,100.39884403863228,1.4129535481859036e-05,58
29,Travel & Leisure,2025-07-22 10:39:00,100.63680006915004,100.3126939955722,-0.0032205522567802366,4
11,Bank,2025-07-22 10:40:00,100.13643092187394,100.07761150138874,-0.0005873928194133473,36
21,Cement,2025-07-22 10:40:00,99.17790508810403,99.64941463660035,0.0047541793515143765,7
24,Ceramics Sector,2025-07-22 10:40:00,103.81401966219975,103.59949543589894,-0.0020664282820263497,5
26,Corporate Bond,2025-07-22 10:40:00,99.16173978827925,99.16173978827925,0.0,5
13,Engineering,2025-07-22 10:40:00,101.21127613450749,101.12529818014401,-0.0008494898755077355,41
28,Financial Institutions,2025-07-22 10:40:00,100.62040922623525,100.59343455096165,-0.0002680835377340367,23
14,Food & Allied,2025-07-22 10:40:00,100.75494821982534,100.74035630955731,-0.00014482574330915767,21
15,Fuel & Power,2025-07-22 10:40:00,99.80092528447085,99.81935552340128,0.00018467002062244633,23
88,G-SEC (T.Bond),2025-07-22 10:40:00,100.0,100.0,0.0,14
25,Insurance,2025-07-22 10:40:00,99.92668867721825,99.91872850029416,-7.966016916464787e-05,58
22,IT Sector,2025-07-22 10:40:00,100.25478291105776,100.05063650236839,-0.002036276003614489,11
16,Jute,2025-07-22 10:40:00,100.85013255745264,100.68373573645376,-0.0016499415199488314,3
99,Miscellaneous,2025-07-22 10:40:00,100.07553345795881,100.08392379177752,8.384001092777887e-05,14
12,Mutual Funds,2025-07-22 10:40:00,100.3524252351921,100.36861710346645,0.00016135004446968945,36
19,Paper & Printing,2025-07-22 10:40:00,100.64814054512335,100.44675184395581,-0.002000918249227444,6
18,Pharmaceuticals & Chemicals,2025-07-22 10:40:00,99.88290697387623,99.86170389831712,-0.0002122793198705296,34
20,Services & Real Estate,2025-07-22 10:40:00,100.50304041222434,100.40169313633704,-0.0010084000988586656,4
23,Tannery Industries,2025-07-22 10:40:00,101.05038838459024,101.01064509232887,-0.0003933017269573384,6
27,Telecommunication,2025-07-22 10:40:00,100.67256164703754,100.67256164703754,0.0,3
17,Textile,2025-07-22 10:40:00,100.39884403863228,100.35614732013282,-0.000425271016895628,58
29,Travel & Leisure,2025-07-22 10:40:00,100.3126939955722,100.27164700179044,-0.00040919042393154116,4
